1girl,單個女孩
collared_dress,有領連衣裙
bow_(weapon),弓（武器）
waving,揮手
short_eyebrows,短眉毛
chocolate,巧克力
fins,鰭
scar_across_eye,眼睛橫貫疤痕
orange_background,橙色背景
city,城市
backless_outfit,露背裝
meme_attire,表情包服裝
jumping,跳躍
chopsticks,筷子
hug_from_behind,後抱
tabard,胸衣
mustache,小鬍子
double_v,雙V手勢
adjusting_clothes,整理衣物
sign,標誌
long_dress,長裙
motion_blur,動態模糊
on_floor,在地板上
sportswear,運動服
leash,牽繩
torn_pantyhose,撕開的襪褲
;),;)
card,卡片
pout,撅嘴
fishnet_pantyhose,網眼連褲襪
brother_and_sister,兄妹
ofuda,禦劄
folded_ponytail,折疊馬尾
veiny_penis,靜脈突出的陰莖
mountain,山
toenail_polish,腳趾甲油
turret,炮塔
borrowed_character,借用角色
dog_girl,狗女孩
outstretched_hand,伸開的手
off-shoulder_dress,露肩連衣裙
2koma,二格漫畫
furry_male,雄性擬獸
can,罐子
!?,!?
sand,沙子
arms_at_sides,雙臂在身體兩側放鬆
large_penis,大陰莖
forehead_mark,額頭標記
front-tie_bikini_top,前系帶比基尼上裝
contemporary,現代
blue_skin,藍色皮膚
ice_cream,霜淇淋
spoon,湯匙
valentine,情人節
pink_footwear,粉色鞋類
vibrator,振動器
strawberry,草莓
cleft_of_venus,維納斯丘裂
heart_hair_ornament,心形發飾
goatee,山羊胡
sharp_fingernails,尖指甲
lab_coat,實驗服
panties_aside,內褲稍移
dakimakura_(medium),中等抱枕
underwater,水下
cum_overflow,精液溢出
notice_lines,注意線條
black_one-piece_swimsuit,黑色連體泳衣
drink,飲料
fence,柵欄
muscular_female,肌肉發達的女性
nipple_stimulation,乳頭刺激
fighting_stance,戰鬥姿態
hands_in_pockets,手插口袋
large_areolae,大乳暈
red_hairband,紅色發帶
nose,鼻子
hime_cut,姫髮型
mouse_ears,老鼠耳朵
hair_bell,頭髮鈴鐺
skirt_hold,握住裙子
music,音樂
wedding_dress,婚紗
full-face_blush,全臉潮紅
blue_kimono,藍色和服
bandaid_on_face,臉上的創可貼
railing,欄杆
fork,叉子
nurse_cap,護士帽
cum_on_hair,精液在頭髮上
purple_ribbon,紫色緞帶
holding_clothes,拿著衣物
bloomers,燈籠褲
butterfly_hair_ornament,蝴蝶發飾
dragon,龍
red_cape,紅色斗篷
hat_flower,帶花的帽子
hair_tie,發繩
palm_tree,棕櫚樹
blue_gloves,藍色手套
covering_breasts,遮住乳房
|_|,|_|
arrow_(symbol),箭頭（符號）
purple_nails,紫色指甲
miko,巫女
realistic,寫實
holding_flower,手持花朵
tiles,瓷磚
oekaki,塗鴉
door,門
pasties,乳貼
sitting_on_person,坐在某人身上
alternate_color,替代顏色
straw_hat,草帽
green_ribbon,綠色絲帶
bandana,頭巾
chinese_text,中文文字
black_bodysuit,黑色連身衣
branch,樹枝
blue_leotard,藍色緊身連衣褲
visor_cap,太陽帽
winter_uniform,冬季校服
dildo,假陽具
covering_own_mouth,捂住自己的嘴巴
orange_bow,橙色蝴蝶結
jacket_on_shoulders,披在肩上的夾克
doll,洋娃娃
smoking,吸煙
drawstring,抽繩
yellow_ascot,黃色圍巾
sideways_glance,斜眼瞄
red_vest,紅色背心
stud_earrings,釘狀耳環
hand_on_own_cheek,手托臉
blindfold,眼罩
snake,蛇
fur-trimmed_jacket,毛皮鑲邊夾克
brown_belt,棕色腰帶
kneepits,膕窩
camera,相機
off-shoulder_shirt,露肩襯衫
licking_lips,舔嘴唇
pink_jacket,粉色夾克
logo,標誌
center_frills,中央褶邊
horizon,地平線
steaming_body,蒸汽身體
shrug_(clothing),披肩_(服裝)
panties_around_one_leg,內褲掛在一條腿上
bags_under_eyes,黑眼圈/眼袋
black_cape,黑斗篷
pink_bra,粉色胸罩
interracial,異族戀
criss-cross_halter,十字交叉露肩裝
shota,正太
black_sclera,黑色鞏膜
anklet,腳鏈
low_wings,低位翅膀
antennae,觸角
sunflower,向日葵
hand_on_another's_shoulder,手放在另一個人的肩膀上
clitoris,陰蒂
center_opening,中間開口
aircraft,飛行器
top-down_bottom-up,上下顛倒
white_sweater,白色毛衣
headpiece,頭飾
long_bangs,長劉海
gag,口塞
eyeliner,眼線
apple,蘋果
floral_background,花卉背景
vision_(genshin_impact),元素視野 (原神)
suspender_skirt,吊帶裙
foot_focus,腳部特寫
highleg_panties,高腰內褲
beanie,毛線帽
character_doll,人物娃娃
grabbing_from_behind,從後面抓住
red_lips,紅唇
spaghetti_strap,細肩帶
bandeau,無肩帶上衣
white_scarf,白色圍巾
adjusting_hair,整理頭髮
sun,太陽
pink_bikini,粉色比基尼
blanket,毯子
size_difference,體型差異
folding_fan,摺扇
head_out_of_frame,頭部出框
covered_mouth,遮住嘴
underbust,胸下
korean_text,韓文
zoom_layer,放大層
groping,猥褻
fake_horns,假角
gift_box,禮物盒
spread_arms,張開雙臂
wand,魔杖
straight-on,正面
holding_knife,持刀
no_nose,沒有鼻子
back_bow,背部蝴蝶結
chromatic_aberration,色差
facing_away,背對
foot_out_of_frame,腳出畫
pov_hands,視角中的手
white_one-piece_swimsuit,白色連體泳衣
alternate_hair_length,變更髮型長度
crown_braid,皇冠辮
tail_ornament,尾巴裝飾
yokozuwari,橫坐
emblem,徽章
adjusting_eyewear,調整眼鏡
arrow_(projectile),箭（拋射物）
arched_back,弓形背
white_outline,白色輪廓
hanging_breasts,懸垂乳房
partially_visible_vulva,部分可見外陰
double-breasted,雙排扣
sound_effects,音效文字
ahegao,阿嘿顏
brown_thighhighs,棕色過膝襪
eighth_note,八分音符
gakuran,學蘭
geta,木屐
sailor_hat,水手帽
android,人形機器人
clock,時鐘
nun,修女
round_teeth,圓形牙齒
food_on_face,臉上有食物
black_collar,黑色領子
angel,天使
text_focus,文字為主
bookshelf,書架
tabi,足袋
name_tag,名牌標籤
hand_on_headwear,摸帽子
leaning_back,向後靠
smug,洋洋得意
hair_behind_ear,把頭髮別在耳後
selfie,自拍
cabbie_hat,新聞帽
flipped_hair,翹發
single_side_bun,單側髮髻
lactation,哺乳
basket,籃子
bun_cover,髮髻罩
microskirt,超短裙
gagged,被堵住嘴
pinafore_dress,圍裙裙
anchor_symbol,錨符號
car,汽車
guitar,吉他
arm_warmers,護臂
gangbang,群交
pen,鋼筆
absurdly_long_hair,誇張長髮
petticoat,襯裙
frog_hair_ornament,青蛙發飾
arm_tattoo,手臂紋身
saliva_trail,唾液痕跡
sailor_shirt,水手衫
bodystocking,連體緊身衣
highleg_swimsuit,高開叉泳衣
frilled_shirt,荷葉邊襯衫
potted_plant,盆栽植物
onsen,溫泉
tracen_school_uniform,賽馬娘學院制服
on_head,在頭上
silent_comic,無聲漫畫
habit,修道服
fairy_wings,仙女的翅膀
star-shaped_pupils,星形瞳孔
drinking,喝
body_fur,身體毛髮
reaching_towards_viewer,向觀眾伸手
yellow_jacket,黃夾克
card_(medium),卡片（媒介）
jack-o'-lantern,南瓜燈
unbuttoned,解開的紐扣
bird_wings,鳥翼
winter_clothes,冬季服裝
leg_lift,抬腿
bikini_under_clothes,衣服下的比基尼
wristwatch,手錶
heart_censor,心形遮擋
pool,游泳池
lowleg,低腰款
bound_wrists,綁手腕
summer_uniform,夏季校服
heart_hands,心形手勢
gothic_lolita,哥特蘿莉
cannon,加農炮
cross-laced_clothes,交叉系帶衣服
nipple_slip,乳頭滑落
hair_over_eyes,頭髮遮住雙眼
electricity,電力
cow_print,牛紋
eyeball,眼球
cow_ears,牛耳朵
brown_shirt,棕色襯衫
looking_ahead,向前看
classroom,教室
antlers,鹿角
lace-up_boots,系帶靴
cheerleader,啦啦隊員
glass,玻璃
back-to-back,背靠背
checkered_clothes,格子衣服
poke_ball_(basic),精靈球（基本）
holding_bag,拿著包
grey_pants,灰色褲子
food-themed_hair_ornament,食物主題發飾
brown_dress,棕色連衣裙
silhouette,輪廓
swimsuit_under_clothes,衣服下的泳衣
arm_grab,抓住手臂
taut_clothes,繃緊衣服
hitodama,人魂
witch,女巫
vambraces,臂鎧
overalls,背帶褲
holding_bottle,拿著瓶子
bush,灌木
spoken_question_mark,說出口的問號
pom_pom_(cheerleading),啦啦隊彩球
artist_logo,藝術家標誌
pink_headwear,粉色頭飾
wrist_scrunchie,手腕鬆緊帶
pocky,百奇
black_sweater,黑色毛衣
mittens,連指手套
black_horns,黑色的角
blue_thighhighs,藍色過膝襪
holding_poke_ball,持寶可夢球
scales,鱗片
military_vehicle,軍用車
hair_stick,發簪
ankle_boots,踝靴
reading,閱讀
retro_artstyle,復古藝術風格
layered_sleeves,多層袖子
toeless_legwear,露趾襪
print_bikini,印花比基尼
food_in_mouth,嘴裡含著食物
headdress,頭飾
breast_pocket,胸袋
talking,說話
hip_focus,臀部特寫
wince,退縮
pulled_by_self,自己拉扯
nipple_tweak,乳頭捏
candle,蠟燭
magic,魔法
assault_rifle,突擊步槍
petite,嬌小
print_kimono,印花和服
feather_hair_ornament,羽毛發飾
gohei,禦幣
tinted_eyewear,有色眼鏡
hand_to_own_mouth,手靠近嘴
headpat,摸頭
ringed_eyes,環狀眼
controller,控制器
confetti,五彩紙屑
blood_on_clothes,衣服上的血
wedding_ring,結婚戒指
chinese_zodiac,生肖
bangle,鐲子
cable,電纜
zipper_pull_tab,拉鍊拉環
purple_bikini,紫色比基尼
wind_lift,風起
huge_ass,巨臀
flag,旗幟
unzipped,拉鍊解開
sundress,太陽裙
pleated_dress,褶皺裙
purple_jacket,紫色夾克
crotch_seam,襠部接縫
road,道路
lamp,檯燈
armored_dress,穿盔甲的裙子
armored_boots,裝甲靴
fantasy,幻想
claw_pose,爪子姿勢
mask_on_head,頭戴面具
midriff_peek,腹部微露
red_kimono,紅色和服
black_kimono,黑色和服
animal_focus,動物焦點
pointless_censoring,無效遮擋
covered_eyes,遮住眼睛
ninja,忍者
purple_gloves,紫色手套
fairy,仙女
cityscape,城市景觀
joints,關節
grey_dress,灰色連衣裙
inverted_nipples,內陷的乳頭
bridal_garter,花邊吊襪帶
tube_top,抹胸
bare_back,裸露的背
holding_tray,端託盤
horn_ornament,角飾
cow_horns,牛角
school_desk,課桌
holding_fan,手持扇子
chestnut_mouth,栗子嘴
creature,生物
halloween_costume,萬聖節服裝
tatami,榻榻米
open_fly,褲檔敞開
scythe,大鐮刀
salute,敬禮
beachball,沙灘球
light,光
happy_sex,快樂性愛
bench,長凳
mini_crown,迷你王冠
nurse,護士
white_capelet,白色短斗篷
wet_shirt,濕襯衫
painting_(medium),繪畫 (媒介)
animal_costume,動物服裝
orgasm,性高潮
shoulder_cutout,露肩
triangle_mouth,三角形嘴
blue_rose,藍玫瑰
bucket,桶
everyone,所有人
+++,+++
very_short_hair,很短的頭髮
naked_shirt,裸穿襯衫
tachi-e,立繪
half_gloves,半手套
stuffed_rabbit,毛絨兔子
on_couch,在沙發上
riding,騎行
hands_on_own_face,雙手摸臉
key,鑰匙
after_vaginal,陰道過後
white_fur,白色毛皮
space,太空
hands_on_own_chest,手放在自己胸前
femdom,女性主導
style_parody,風格模仿
blue_hairband,藍色發帶
green_skin,綠色皮膚
brown_pants,棕色褲子
red_choker,紅色項圈
strap_gap,胸部綁帶縫隙
japanese_armor,日本鎧甲
male_underwear,男性內衣
black_hoodie,黑色連帽衫
uneven_legwear,不對稱腿襪
blue_halo,藍色光環
falling_petals,花瓣飄落
anchor,錨
happy_new_year,新年快樂
tiger_ears,老虎耳朵
blue_vest,藍色背心
frog,青蛙
haori,羽織
office_lady,女白領
undercut,下剃
hand_on_own_chin,手撐下巴
holster,槍套
waitress,女服務員
symbol_in_eye,瞳中符號
hand_on_another's_face,把手放在別人臉上
on_chair,坐在椅子上
thighlet,大腿飾帶
laughing,大笑
wet_hair,濕頭髮
holding_polearm,持長柄武器
earmuffs,耳罩
red_thighhighs,紅色過膝襪
airplane,飛機
purple_thighhighs,紫色長筒襪
open_cardigan,敞開開衫
yellow_bikini,黃色比基尼
two-tone_dress,雙色連衣裙
bow_bra,蝴蝶結胸罩
5boys,5個男孩
naval_uniform,海軍制服
stretching,伸展
polka_dot_background,圓點背景
bridal_veil,新娘面紗
incest,亂倫
purple_headwear,紫色頭飾
w,w
alternate_eye_color,替代眼睛顏色
cum_in_ass,射入肛門
3koma,三格漫畫
shade,陰影
flat_cap,平頂帽
pilot_suit,駕駛服
precum,射精前液
balloon,氣球
armpit_crease,腋窩褶皺
dark,黑暗
indian_style,印度式坐姿
wine_glass,酒杯
paw_gloves,爪子手套
bukkake,群射
tight_clothes,緊身衣服
randoseru,學生書包
holding_microphone,手持麥克風
red_panties,紅色內褲
blue_neckerchief,藍色領巾
rigging,裝備
ear_covers,耳罩
limited_palette,限定調色板
:>,:>
dagger,匕首
triangular_headpiece,三角頭飾
snake_hair_ornament,蛇形發飾
battle,戰鬥
star_print,星星圖案
cone_hair_bun,錐形髮髻
paw_print,爪印
pink_kimono,粉色和服
one_breast_out,單乳外露
id_card,身份證
against_wall,靠在牆上
curled_horns,捲曲的角
air_bubble,氣泡
ice_wings,冰之翼
purple_panties,紫色內褲
fishnet_thighhighs,漁網襪長筒襪
hugging_own_legs,抱著自己的腿
sexually_suggestive,性暗示
heart_of_string,心形線
shibari,繩縛
belly,腹部
drunk,醉酒
bald,禿頭
looking_afar,望向遠方
autumn_leaves,秋葉
red_hakama,紅色袴子
nipple_piercing,乳頭穿孔
muneate,胸當て
yellow_dress,黃色連衣裙
bathing,洗澡
disposable_cup,一次性杯子
black_border,黑色邊框
sarong,沙龍裙
red_shorts,紅色短褲
own_hands_clasped,自己雙手交握
hand_on_own_head,手放在自己的頭上
slippers,拖鞋
whisker_markings,鬍鬚標記
mismatched_legwear,不匹配的襪子
mechanical_halo,機械光環
highleg_bikini,高叉比基尼
patreon_logo,Patreon標誌
bracer,護腕
yellow_neckerchief,黃色領巾
red_horns,紅色的角
covering_crotch,遮擋下體
open_hand,張開手
anal_object_insertion,插入肛門物體
cropped_shirt,短款襯衫
presenting,展現自己
oil-paper_umbrella,油紙傘
>:),>:)
hakama_short_skirt,短袴裙
snowflakes,雪花
sleeve_cuffs,袖口
carrot,胡蘿蔔
red_ascot,紅領巾
hip_vent,腰部開口
animal_hat,動物帽
alternate_hair_color,非常規發色
mecha_musume,機娘
sack,麻袋
mechanical_arms,機械臂
computer,電腦
arm_strap,臂帶
bad_anatomy,壞解剖
navel_cutout,肚臍鏤空
raccoon_ears,浣熊耳朵
kita_high_school_uniform,北高制服
evil_smile,邪惡微笑
bare_pectorals,暴露的胸肌
bishounen,美少年
tile_floor,瓷磚地板
axe,斧頭
scar_on_cheek,面頰上的傷疤
white_cape,白色斗篷
pink_halo,粉紅色光環
teapot,茶壺
white_choker,白色頸圈
partially_unbuttoned,半解開的
unworn_eyewear,未佩戴眼鏡
shoulder_tattoo,肩部紋身
condom_wrapper,避孕套包裝
lolita_hairband,洛麗塔發帶
dancing,跳舞
vampire,吸血鬼
multiple_others,多個其他
facepaint,臉部彩繪
wide_shot,廣角鏡頭
scared,害怕
knee_pads,護膝
backless_dress,露背裙
on_ground,在地上
green_nails,綠色指甲
string,繩子
casual_one-piece_swimsuit,休閒連體泳衣
mother_and_daughter,母女
torn_thighhighs,撕破的長筒襪
print_shirt,有印花的襯衫
animal_nose,動物鼻子
hair_up,盤發
reference_sheet,參考圖
bat_(animal),蝙蝠 (動物)
used_condom,用過的避孕套
tied_shirt,打結襯衫
layered_dress,分層連衣裙
string_panties,串帶內褲
torii,鳥居
bandaged_leg,纏繃帶的腿
bread,麵包
grabbing_own_breast,握住自己的胸部
pumpkin,南瓜
mmf_threesome,男男女三人行
imminent_penetration,即將插入
squiggle,波形線
sleeveless_turtleneck,無袖高領衫
bound_arms,捆綁的手臂
bikini_skirt,比基尼裙
futa_with_female,扶她與女性
architecture,建築
hibiscus,朱槿花
red_leotard,紅色緊身連衣褲
disembodied_limb,分離的肢體
animification,動漫化
layered_skirt,多層裙
leggings,打底褲
watercraft,水上交通工具
green_bikini,綠色比基尼
public_indecency,公共猥褻
long_sideburns,長鬢角
star_earrings,星形耳環
bath,浴
crescent_hair_ornament,新月發飾
arm_under_breasts,手臂在胸部下方
idol,偶像
marker_(medium),馬克筆（中）
fang_out,露尖牙
scabbard,鞘
brown_coat,棕色外套
bedroom,臥室
holding_animal,抱著動物
wagashi,和果子
pantyhose_under_shorts,短褲底下穿褲襪
holding_instrument,持有樂器
cum_on_clothes,精液在衣服上
mouse_tail,老鼠尾巴
tasuki,たすき繩
on_one_knee,單膝跪地
multicolored_background,多彩背景
shoulder_blades,肩胛骨
invisible_chair,隱形椅
peach,桃子
ribbon_choker,緞帶項圈
lace-trimmed_panties,蕾絲邊內褲
lace-trimmed_legwear,蕾絲邊襪子
field,田地
duel_monster,決鬥怪獸
leg_ribbon,腿部緞帶
gameplay_mechanics,遊戲機制
tate_eboshi,立烏帽子
plugsuit,插入栓套裝
hat_feather,羽毛帽子
garrison_cap,軍帽
short_kimono,短款和服
magatama,勾玉
white_eyes,白色眼睛
princess_carry,公主抱
parasol,陽傘
interspecies,跨種族
fur-trimmed_coat,毛皮飾邊大衣
leather,皮革
asymmetrical_clothes,非對稱服裝
lace-trimmed_bra,花邊飾邊胸罩
transparent,透明
paintbrush,畫筆
head_wreath,花環
shimenawa,注連繩
deep_skin,深度陷入的皮膚
frilled_bow,褶邊蝴蝶結
black_cat,黑色的貓
giant,巨人
tilted_headwear,歪戴帽子
single_bare_shoulder,單露肩
animal_on_head,動物在頭上
mitakihara_school_uniform,見滝原中學制服
blunt_ends,平齊發梢
leg_grab,抓腿
nosebleed,流鼻血
yellow_skirt,黃色裙子
aura,氣場
grey_skin,灰色皮膚
sample_watermark,樣品浮水印
tail_raised,尾巴翹起
holding_hair,拿著頭髮
striped_background,條紋背景
thumbs_up,豎起大拇指
chibi_inset,插畫小矮人
purple_footwear,紫色鞋類
photo_(object),照片_(物體)
blue_bra,藍色胸罩
watercolor_(medium),水彩畫(媒介)
raglan_sleeves,插肩袖
harness,馬具
clothes_around_waist,腰部系衣物
ffm_threesome,二女一男三人行
under_covers,床單覆蓋
tiger_print,虎紋
blue_scarf,藍色圍巾
company_name,公司名稱
grey_footwear,灰色鞋類
asymmetrical_gloves,非對稱手套
ear_ornament,耳飾
tea,茶
o-ring_top,O型環上衣
asymmetrical_wings,不對稱的翅膀
naked_towel,裸浴巾
standing_sex,站立性交
o-ring_bikini,環形比基尼
over_shoulder,肩扛
two_tails,兩條尾巴
forehead_jewel,額頭寶石
stitches,縫線
white_collar,白色領子
facial_tattoo,面部紋身
purple_kimono,紫色和服
headphones_around_neck,耳機掛在脖子上
pantyhose_pull,撐起褲襪
white_tank_top,白色背心
halftone,網點
cross_necklace,十字架項鍊
french_kiss,法式接吻
crescent_hat_ornament,新月帽飾
rolling_eyes,翻白眼
tiptoes,踮腳尖
out-of-frame_censoring,屏外遮擋
toned_male,精壯男性
kicking,踢
vines,藤蔓
crop_top_overhang,松垮的露臍上衣
annoyed,煩惱
short_over_long_sleeves,短袖套長袖
pigeon-toed,內八字
white_rose,白玫瑰
cowbell,牛鈴
split_mouth,分裂嘴
no_pupils,無瞳孔
glowing_eye,發光的眼睛
spoken_exclamation_mark,口語感嘆號
black_scarf,黑色圍巾
open_kimono,敞開和服
hand_on_own_thigh,手放在自己大腿上
imminent_kiss,即將接吻
oversized_clothes,超大衣服
black_neckerchief,黑色圍巾
two-sided_fabric,雙面布料
holding_bouquet,手持花束
peeing,排尿
strap,帶子
fur-trimmed_sleeves,毛皮飾邊袖
aqua_nails,水色指甲
platform_footwear,厚底鞋
old,老年
pubic_tattoo,陰部紋身
onee-shota,大姐姐與正太
maple_leaf,楓葉
in_container,在容器中
mermaid,美人魚
sakuragaoka_high_school_uniform,櫻丘高中校服
one-piece_tan,連體泳衣曬痕
breast_sucking,吮乳
fish_tail,魚尾
white_hoodie,白色連帽衫
constricted_pupils,縮小瞳孔
